# System Parameters and Geometry:
# M_sun_g = 1.98847e+33
# year_s = 31557600.0
# m_H = 1.6735575e-24
# G_cgs = 6.6743e-08
# DAY = 86400.0
# G = 6.6743e-08
# M_ob = 9.942349999999999e+34
# M_ns = 2.783858e+33
# R_ns = 1000000.0
# a_cm = 13041911082434.162
# a = 13041911082434.162
# e = 0.462
# inclination_deg = 55.0
# R_star = 4340000000000.0
# Rsun = 70000000000.0
# omega_obs = -40.39999999999998
# omega_PL = 310.4
# Mdot_wind_msun_per_yr = 1e-05
# Mdot_wind_g_s = 6.301081197556215e+20
# beta = 1.75
# phase_def = 0.5
# wake_factor_density = 3.0
# wake_extension = 0.1
# streamlines_rg_fac = 10.0
# roch_lobe_limit = 0.7
# zeta_def = 0.5
# along_streamlines = 0
# dynamic_width = 1
# wake_phase_width = 0.2
# streamlines_lim_def = 25000000000000.0
# map_n_pix = 400
# N_points_to_find_intersections_with_orbit = 200
# GEOMETRY = 1
# src = GX 301−2
# mob = 50.0
# Porb_day = 41.47
# md_msunyr = 1e-5
# md_val = 1e-05
# Mdot_wind = 6.301081197556215e+20
# NH_min_plot = 1e+23
# NH_max_plot = 1.2e+25
# v_p = 55299030.66833218
# Msum = 6.821625694994001e+27
# R_star_cm = 4340000000000.0
# R_max_def = 130419110824341.62
# v_inf = 30500000.0
# N_steps_from_observer = 3912
# ------------------------------
# phase  Nh_cm2  Nh_normalized Nh_normalized1
0.000000  5.264712e+23  5.562132e-01  1.854044e-02
0.008065  5.616690e+23  5.933994e-01  1.977998e-02
0.016129  6.050474e+23  6.392283e-01  2.130761e-02
0.024194  6.536323e+23  6.905579e-01  2.301860e-02
0.032258  7.169168e+23  7.574176e-01  2.524725e-02
0.040323  7.931236e+23  8.379295e-01  2.793098e-02
0.048387  8.922239e+23  9.426284e-01  3.142095e-02
0.056452  9.877017e+23  1.043500e+00  3.478333e-02
0.064516  9.661239e+23  1.020703e+00  3.402344e-02
0.072581  9.432336e+23  9.965197e-01  3.321732e-02
0.080645  9.239726e+23  9.761707e-01  3.253902e-02
0.088710  5.386832e+23  5.691150e-01  1.897050e-02
0.096774  5.533522e+23  5.846128e-01  1.948709e-02
0.104839  5.686200e+23  6.007430e-01  2.002477e-02
0.112903  5.843328e+23  6.173435e-01  2.057812e-02
0.120968  6.002802e+23  6.341919e-01  2.113973e-02
0.129032  6.161989e+23  6.510099e-01  2.170033e-02
0.137097  6.317764e+23  6.674674e-01  2.224891e-02
0.145161  6.466580e+23  6.831897e-01  2.277299e-02
0.153226  6.604570e+23  6.977682e-01  2.325894e-02
0.161290  6.727687e+23  7.107754e-01  2.369251e-02
0.169355  6.831897e+23  7.217851e-01  2.405950e-02
0.177419  6.913404e+23  7.303963e-01  2.434654e-02
0.185484  6.968895e+23  7.362589e-01  2.454196e-02
